x y xerr yerr logsfr logsfrerr d25 n pobs
7.459 39.091909726732645 0.32938731001664284 -1.0032087105727252 -2.4782930000000007 0.4242640687119285 44.76636606270773 1.0 0.04282408885503083
7.055 38.20779862240117 0.32938731001664284 -1.0032832024493905 -4.074924957174716 0.3 46.27534469403496 4.0 0.012049380947268139
6.959 39.88952518713917 0.40629545899505204 -1.0031443486999199 -2.9147930000000004 0.4242640687119285 18.245310154057677 1.0 0.009019708152477383
9.809 40.10942812847126 0.3633524459804833 -1.003127055665153 -1.208095599114877 0.3 163.36207848467475 1.0 0.721561893362616
8.783 40.272011894442535 0.3395305582712696 -1.0031143919851986 -1.4191118392471225 0.3 76.58632852868064 1.0 0.42912013763627277
10.59 40.53185223959462 0.32938731001664284 -1.0030943645563593 0.06992848759441728 0.3 103.55027351941224 1.0 0.5807978398344518
7.863 39.882125486968384 0.4144828102587609 -1.0031449339348153 -2.1256009999999996 0.4242640687119285 53.22936072227765 1.0 0.11201052406817465
10.17 39.95093715095696 0.41517345772580405 -1.0031395000810428 -0.1537865506892402 0.3 222.40843306954557 1.0 0.7569325243827405
7.862 38.91881491187116 0.32938731001664284 -1.0032230275880119 -2.126474 0.4242640687119285 55.32921648199832 1.0 0.11181675535360472
7.96 40.053784560602196 0.38606864674562735 -1.0031314134406706 -2.04092 0.4242640687119285 25.59477112809556 1.0 0.14306876699251006
7.533 40.05560898578716 0.38418745424597095 -1.003131270366611 -2.116948439052365 0.3 60.27694741670371 1.0 0.05216566690063884
9.757 40.210035497323325 0.34832312584725117 -1.0031192072224318 -1.5950881753311705 0.3 79.09540431338445 1.0 0.708204173080785
9.704 40.227512508996014 0.34383717076546566 -1.0031178478446006 -0.5184079999999991 0.4242640687119285 97.30860584153578 1.0 0.69660644921286
10.292 40.1813139315923 0.34832312584725117 -1.0031214437884368 -0.784209750217471 0.3 151.06061566553134 1.0 0.7373401166981418
9.864 40.202675805090486 0.34731109973624513 -1.0031197800207254 -0.37872799999999884 0.4242640687119285 140.3302343195613 1.0 0.7358349187549941
8.795 40.22639033539627 0.3428644046850008 -1.0031179350926842 -1.3119650000000007 0.4242640687119285 69.04802333666613 1.0 0.4326726168535553
10.026 40.26247219051254 0.33999999999999997 -1.0031151322012755 -1.4622515874276019 0.3 56.383398633878265 4.0 0.777875466274361
9.242 40.40797590502546 0.32938731001664284 -1.0031038802102685 -1.7331476379293278 0.3 93.78885855845724 1.0 0.5912879592674276
9.502 39.992337938216075 0.39633445472227113 -1.0031362398211243 -0.6947539999999996 0.4242640687119285 67.32110725811782 1.0 0.6524038035275604
8.57 40.00774230025877 0.3917958652155482 -1.0031350284747782 -1.5083900000000003 0.4242640687119285 90.3964239712045 1.0 0.35316714252726694
8.92 39.93429466334414 0.41725292090050126 -1.003140812566871 -1.4091994698878736 0.3 100.49657256158623 1.0 0.4696776087002468
9.729 39.915608102455145 0.4313930922024598 -1.003142287564047 -0.4965830000000011 0.4242640687119285 128.57343606720352 1.0 0.7020770736788621
7.473 39.35462203438168 0.5575840743780259 -1.003187222512588 -2.4660710000000003 0.4242640687119285 31.561035983442366 1.0 0.044591414431226946
9.204 39.916639885150786 0.4400954441936431 -1.0031422060856092 -0.9549079999999996 0.4242640687119285 76.23444631251252 1.0 0.5799381763785376
9.258 39.853400838174004 0.46402155122364735 -1.0031472078043107 -2.226122973335478 0.3 82.82305587617307 1.0 0.5950620228005157
9.372 39.81360412080752 0.4313930922024598 -1.0031503635878851 -0.8082440000000002 0.4242640687119285 87.12669705526451 1.0 0.6219522254737714
9.42 40.40475954910237 0.32938731001664284 -1.0031041280566284 -1.140364085405153 0.3 57.29955516128615 1.0 0.6332744160730369
8.089 40.387275682388456 0.32938731001664284 -1.0031054760233131 -1.9283029999999997 0.4242640687119285 29.45447256915618 1.0 0.18463412828854378
9.901 40.23989329596558 0.34383717076546566 -1.0031168855725126 -1.8080303263349151 0.3 91.0230220475602 1.0 0.7454367722007752
10.195 40.24286274393644 0.34481879299133333 -1.0031166548663728 0.1841390461049386 0.3 69.04802333666613 4.0 0.7529176867424539
9.061 40.320601432066326 0.3340793318958837 -1.0031106272202244 -1.0797470000000002 0.4242640687119285 46.5748269977215 1.0 0.5229854497072781
9.823 40.3416922016624 0.32938731001664284 -1.0031089959180723 -0.4145210000000006 0.4242640687119285 90.81367490617248 1.0 0.7251950270988579
9.063 40.32862408220243 0.3302181097396083 -1.003110006492735 -1.0780009999999995 0.4242640687119285 47.222747381705915 1.0 0.5237819913390442
10.745 40.28182428318918 0.33676252760662073 -1.0031136309775528 0.0623006051941033 0.3 162.6114979134506 1.0 0.47485113779579163
9.429 40.28640233213288 0.33630938137375826 -1.0031132760505321 -0.758483 0.4242640687119285 59.58696290525603 1.0 0.6353973268103993
10.304 40.265237747332705 0.3381360672865289 -1.0031149175766803 -0.9514860382368298 0.3 186.70298022636112 1.0 0.7346870856456464
9.738 40.27074258402549 0.3349641771891436 -1.0031144904547553 -0.9263810962584031 0.3 61.39757953684524 1.0 0.704046498486623
8.915 40.066347217359144 0.3798539192900344 -1.0031304285238394 -1.207205000000001 0.4242640687119285 52.862932380480835 4.0 0.4681974090263789
8.932 40.311753086919154 0.32938731001664284 -1.0031113121206965 -2.2277705720024343 0.3 60.55517316460107 1.0 0.4732300879175293
8.387 39.9280224220935 0.4179485614283174 -1.003141307502921 -1.6681489999999997 0.4242640687119285 58.23059803472938 1.0 0.2788864460369933
8.853 39.85212655395416 0.4755638758358334 -1.0031473087539884 -1.2613310000000002 0.4242640687119285 110.70092515076841 1.0 0.4498429330704201
9.561 40.444236537296305 0.32938731001664284 -1.0031010887697083 0.04871283641304558 0.3 46.147826417196576 1.0 0.6653144772673261
7.799 39.34250250419533 0.5951436801311092 -1.0031882074726162 -2.1814729999999996 0.4242640687119285 30.77168303948189 1.0 0.09960932633570321
8.404 39.63411377079554 0.5048128366038249 -1.0031646757373491 -2.3615803624364773 0.3 65.4864201869254 1.0 0.28424468548715254
9.655 39.94189561046897 0.42710186138671885 -1.0031402129929987 -1.3052280698149232 0.3 191.05185130356742 1.0 0.685884025259495
8.53 39.932158925972466 0.4278142120126446 -1.0031409810781788 -2.5213646719139646 0.3 52.741351009853055 1.0 0.33650571341695973
7.119 39.46271069311355 0.5626508686565764 -1.0031784649389228 -2.775113 0.4242640687119285 32.59501988954599 1.0 0.01529618047068367
8.206 39.362753317765744 0.5416650256385398 -1.003186562020349 -1.826162000000001 0.4242640687119285 84.75225267736523 1.0 0.22183695542058993
7.236 39.490160452107496 0.5072287452422231 -1.0031762485585085 -3.3885634173853845 0.3 30.55985226343172 1.0 0.021231735849427683
9.266 39.37637571032207 0.5226700680161435 -1.003185456106609 -2.375548003531158 0.3 90.81367490617248 1.0 0.5969490545670602
9.725 39.8938094774306 0.4016080178482497 -1.0031440099592306 -0.5000750000000007 0.4242640687119285 99.57521444625363 1.0 0.7012017737643018
8.095 39.75195282774407 0.42568063145978347 -1.003155264902238 -1.9230649999999994 0.4242640687119285 56.774229681947574 1.0 0.18656740090696403
10.14 40.210117225078854 0.34481879299133333 -1.003119200862814 -0.9002064521532844 0.3 150.02072170178585 1.0 0.7617503295510843
9.343 40.163245832978866 0.34238136631539984 -1.0031228524066242 -2.0338778473050283 0.3 62.82771288305398 1.0 0.6151117353200485
9.738 40.37348222395909 0.32938731001664284 -1.003106540294253 -0.849131909272927 0.3 94.874882356223 1.0 0.704046498486623
8.634 39.696433801879984 0.5317151493045877 -1.0031596917668941 -2.614689817368749 0.3 59.04066634566802 1.0 0.3798254291037579
7.852 39.664863493929445 0.5668871139830222 -1.00316221460126 -2.135204 0.4242640687119285 35.2493611517866 1.0 0.1098790682079061
9.914 40.47042651550536 0.32938731001664284 -1.0030990757158975 -0.2577343608957321 0.3 73.8161262487429 1.0 0.7488103963844281
9.343 39.705880133399354 0.58309518948453 -1.0031589376775198 -0.8335609999999996 0.4242640687119285 128.27772537013396 1.0 0.6151117353200485
9.06 33.45579407733842 0.32938731001664284 -1.003751292365669 -1.0806199999999997 0.4242640687119285 38739.25374207934 1.0 0.5225871788913954
7.844 38.53410636446821 0.32938731001664284 -1.0032553097069705 -2.142188 0.4242640687119285 117.80161661016278 1.0 0.10832891849134717
8.519 39.59413490844336 0.5137012750616841 -1.003167881286271 -1.5529130000000002 0.4242640687119285 74.32779519182213 1.0 0.33192382041162566
9.135 39.677126606980245 0.48101559226287044 -1.0031612341576974 -3.145597125183535 0.3 77.65175048699918 1.0 0.552457490082615
9.21 39.69633537262453 0.4747883739098926 -1.0031596996262795 -0.9496699999999993 0.4242640687119285 96.1947234414025 1.0 0.5823278012738353
9.833 39.79006722778391 0.46861498055439926 -1.0031522329867901 -2.5522564189306536 0.3 133.39859343908418 4.0 0.7277901226247447
9.399 39.5907511875378 0.5145133623143329 -1.0031681528948149 -0.7846730000000015 0.4242640687119285 138.7238874105357 1.0 0.628320957685858
8.846 39.69722083463408 0.47246693005966034 -1.0031596289252602 -2.4323029768753983 0.3 66.39742703865998 1.0 0.44777065352700546
8.967 39.71517667574107 0.46021842640207267 -1.0031581958969789 -2.454747068629743 0.3 72.97116003878207 1.0 0.4855479930142828
8.471 39.650714686184074 0.4833642518846424 -1.0031633465631902 -2.1712091039631005 0.3 27.17385479421725 1.0 0.3119301054792575
7.571 39.7716253453485 0.4430304729925471 -1.0031536992694474 -2.380517 0.4242640687119285 65.18553741702394 1.0 0.05696269346459958
9.899 39.682644023812685 0.4670802928833543 -1.003160793235046 -0.34817300000000095 0.4242640687119285 220.8773841855189 1.0 0.7449177530955977
8.603 40.472362315274125 0.32938731001664284 -1.0030989270272428 -1.967561505390627 0.3 44.47861447805505 1.0 0.3669128215432699
9.148 40.52486496598447 0.32938731001664284 -1.0030948997361107 -1.0037960000000004 0.4242640687119285 38.73925374207934 1.0 0.557635010689093
10.395 40.5152941661094 0.32938731001664284 -1.003095633097705 -0.9166294714498804 0.3 110.95611713868468 1.0 0.686566044231911
8.386 39.798115273026994 0.41934353458709717 -1.003151593527678 -1.669022000000001 0.4242640687119285 65.94035036595125 1.0 0.27857125548110123
8.765 39.883951588753206 0.39895989773409557 -1.003144789490003 -1.3381549999999995 0.4242640687119285 53.96985489180211 1.0 0.42379141881034954
9.624 40.395390605531986 0.32938731001664284 -1.0031048502354876 -0.5882480000000001 0.4242640687119285 112.4996704840451 1.0 0.6791004509216523
10.29 40.3811001929445 0.32938731001664284 -1.0031059524194428 -1.8308233683208357 0.3 87.73063046740309 4.0 0.7376613037093649
8.835 40.45072422052679 0.32938731001664284 -1.0031005898599261 -1.5403995131628676 0.3 65.0356148412722 1.0 0.44451421424449683
8.766 40.063288065344835 0.4002811511925087 -1.0031306683053924 -1.3090356958106355 0.3 50.60008546585653 1.0 0.4240874587451229
8.921 39.998164021188224 0.4214451328464952 -1.0031357815678306 -1.2019670000000007 0.4242640687119285 137.45205916606642 1.0 0.46997364863502017
9.232 40.38623094371024 0.32938731001664284 -1.003105556607377 -1.0836928006605646 0.3 123.92280934863174 1.0 0.5889291695592469
10.328 40.350867932534406 0.32938731001664284 -1.003108286739253 0.2341442423322988 0.3 177.88988337146054 1.0 0.7219958219760902
9.299 39.98184360779245 0.4285277120560583 -1.0031370655956109 -0.8719730000000006 0.4242640687119285 116.72160489735974 1.0 0.6047330606040551
9.661 39.95207450387783 0.435 -1.0031394104253843 -1.626249203871879 0.3 96.41647518077264 1.0 0.6871969751313356
8.764 39.9093145081594 0.4678471972770597 -1.0031427846519057 -1.3390280000000008 0.4242640687119285 91.23285178394973 1.0 0.42349537887557565
7.989 39.923146199946224 0.49680579706762684 -1.0031416923883376 -2.0156030000000005 0.4242640687119285 59.04066634566802 1.0 0.15241291798154083
8.458 39.77720362387053 0.5525359716796726 -1.003153255606142 -1.606166 0.4242640687119285 97.30860584153578 1.0 0.30651514101840777
8.069 39.49792602401893 0.7441511943147038 -1.003175622102463 -1.9141243114713902 0.3 52.37828210328669 1.0 0.17818988622714335
9.339 39.85545220411689 0.5210335881687476 -1.0031470453072844 -0.8370529999999992 0.4242640687119285 172.24683492148142 1.0 0.6141682194367765
9.051 39.652787073600365 0.6247431472213202 -1.0031631807131478 -1.5403367058656556 0.3 81.68668094795697 4.0 0.5190027415484489
8.533 39.88838176202339 0.5056174443193193 -1.0031444391180417 -1.5406910000000007 0.4242640687119285 69.68691683042056 1.0 0.3377553206002328
8.126 39.400716170936946 0.756066134673416 -1.0031834819723995 -1.896002000000001 0.4242640687119285 90.6048092498489 1.0 0.1965559761021345
7.5 39.38487053562377 0.8031344843797955 -1.003184766855325 -2.4425 0.4242640687119285 38.38409012895889 1.0 0.047999828042462285
8.263 40.00784546013503 0.4321122539340906 -1.0031350203657927 -1.776401 0.4242640687119285 59.04066634566802 1.0 0.23980281710641865
10.039 40.547879008568465 0.32938731001664284 -1.0030931377088883 -0.4800514351329781 0.3 68.25763714940587 1.0 0.7779702736178424
9.316 40.27618750679713 0.32938731001664284 -1.0031140680967836 -0.36173626809125636 0.3 48.769830969845955 1.0 0.6087430031079619
8.805 39.62293897459704 0.5153261103417912 -1.0031655710913157 -1.3032350000000008 0.4242640687119285 73.8161262487429 1.0 0.4356330162012906
8.821 40.51879534994618 0.32938731001664284 -1.0030953647795278 -1.6135284493562665 0.3 32.97245243145747 1.0 0.4403696551576671
9.601 40.556843461169564 0.32938731001664284 -1.0030924519051523 -0.6338803015117875 0.3 65.63738197632563 1.0 0.6740674764129301
9.152 40.436000432755215 0.32938731001664284 -1.0031017223663 -1.4191232398992852 0.3 55.35428562928579 1.0 0.5592280939526246
10.215 39.98311813327984 0.3774135662638533 -1.003136965282962 -1.6064055256417547 0.3 143.59894538432326 1.0 0.7497058166302246
9.341 40.44031635958935 0.32938731001664284 -1.0031013903133954 -1.5008073741003045 0.3 62.108530000760624 1.0 0.6146399773784124
9.266 40.46528380591782 0.32938731001664284 -1.0030994707964 -1.1042399674446841 0.3 62.972545719139326 1.0 0.5969490545670602
9.142 39.928248558247816 0.3817014540187134 -1.003141289656041 -2.492875289882761 0.3 108.4304475606556 1.0 0.5552453857937955
10.121 40.05459950968133 0.3340793318958837 -1.0031313495295704 -1.2313242194306824 0.3 132.78568257633827 4.0 0.7648016061577022
9.319 40.171487102605 0.3332041416309227 -1.0031222097462555 -0.854512999999999 0.4242640687119285 23.342708699656832 1.0 0.609450640020416
9.82 40.391486332649 0.32938731001664284 -1.0031051512846663 -0.2736373781524648 0.3 49.33455899682427 4.0 0.7244164984410918
7.578 39.10659045306413 0.32938731001664284 -1.003207502149938 -2.3744059999999996 0.4242640687119285 66.24471719412438 1.0 0.0578463562526977
7.968 39.17917006296901 0.32938731001664284 -1.0032015412127653 -2.0339360000000006 0.4242640687119285 70.98249334350987 1.0 0.14564646381707028
8.465 40.31959337048478 0.3319096262538946 -1.0031107052333634 -1.6000550000000002 0.4242640687119285 53.59832902399771 1.0 0.3094308911127113
8.555 40.32614879000725 0.3314830312399113 -1.0031101979843073 -1.969375006243439 0.3 55.99525804781946 1.0 0.34691910661090164
9.253 40.478143962839475 0.32938731001664284 -1.003098483024199 -1.8065796625127746 0.3 65.78869176859111 1.0 0.5938826279464258
9.255 40.43908243455695 0.32938731001664284 -1.0031014852401823 -1.4668411801141445 0.3 78.73199394115221 1.0 0.594354385888062
10.588 40.41018567037337 0.32938731001664284 -1.0031037099528275 -1.6597380739974312 0.3 126.80934239019878 4.0 0.5821648940543059
8.932 40.46109046928616 0.32938731001664284 -1.003099793017395 -1.734833107237968 0.3 60.97492157224172 1.0 0.4732300879175293
10.023 39.58760327878757 0.32938731001664284 -1.0031684056167296 -0.23992100000000072 0.4242640687119285 130.9637947105801 1.0 0.7770969376165949
8.483 39.82522249901029 0.4002811511925087 -1.0031494416246276 -1.5843409999999993 0.4242640687119285 119.99171217796462 1.0 0.31692853421234973
9.227 40.52361265846013 0.32938731001664284 -1.0030949956742923 -0.9348290000000006 0.4242640687119285 60.97492157224172 1.0 0.587749774705157
9.939 40.43003608508704 0.32938731001664284 -1.003102181360205 -1.5793442491470344 0.3 37.33801711014957 4.0 0.7552981351991453
10.402 39.46766083355114 0.32938731001664284 -1.0031780650203392 -1.6653794202106411 0.3 78.73199394115221 4.0 0.6828644256616239
9.248 40.0814518304681 0.3708422845361623 -1.0031292451366989 -0.2563416634089535 0.3 70.98249334350987 4.0 0.5927032330923354
10.276 40.42460526496373 0.32938731001664284 -1.0031025994140004 -0.01905200000000029 0.4242640687119285 98.6623033928959 1.0 0.7399096127879252
9.69 40.42556236444893 0.32938731001664284 -1.0031025257301955 -0.5306300000000004 0.4242640687119285 139.0436789981087 1.0 0.6935428995118984
9.552 40.53170175640578 0.32938731001664284 -1.0030943760804434 -1.4346218674205957 0.3 104.50841240349688 1.0 0.6633450524595651
8.905 40.518317877631965 0.32938731001664284 -1.0030954013685551 -0.4516962556000479 0.3 59.72432504109162 1.0 0.4652370096786436
9.38 40.53431270018744 0.32938731001664284 -1.0030941761451282 -1.4080109465271136 0.3 48.769830969845955 1.0 0.6238392572403159
8.953 40.26743366968547 0.32938731001664284 -1.0031147471803639 -1.1740310000000012 0.4242640687119285 85.93127395641258 1.0 0.47997220159192133
7.904 39.7571079466836 0.5475070775798245 -1.0031548544829991 -2.0898080000000006 0.4242640687119285 50.95082850217884 1.0 0.1250248892205885
7.853 39.8645427641056 0.5032057233378809 -1.0031463254090112 -2.5657809894204817 0.3 65.18553741702394 1.0 0.11007283692247587
8.149 38.61467180700014 0.32938731001664284 -1.0032484957830634 -1.8759230000000011 0.4242640687119285 297.9553928702016 1.0 0.20387109373476123
7.814 39.56422818789197 0.6923698433640796 -1.0031702834889766 -2.1683780000000006 0.4242640687119285 55.99525804781946 1.0 0.10251585705425115
9.45 39.41137215083095 0.8600209299778698 -1.003182618488527 -2.25015163016095 0.3 215.3531607870031 1.0 0.6403507851975777
8.998 39.583383597854414 0.719524843212519 -1.003168744446425 -1.3297400671706896 0.3 52.37828210328669 4.0 0.4978943883066532
8.88 39.89200400491721 0.5153261103417912 -1.0031441527013978 -1.1604852469481557 0.3 45.409973701258465 1.0 0.45783601130930573
8.825 39.382118819777915 0.8957321028075302 -1.0031849900907828 -0.8516023465159392 0.3 61.82316722649695 1.0 0.44155381489676104
7.365 39.19710525337577 1.0019660672897062 -1.003200071614442 -2.5603550000000004 0.4242640687119285 60.55517316460107 1.0 0.0309577599862857
7.872 39.17361766590353 1.045946461344939 -1.003201996446377 -2.117744 0.4242640687119285 110.44632008813733 1.0 0.1147141019223476
8.631 40.06396522715739 0.41379342672401165 -1.003130615225129 -2.538358648439001 0.3 62.82771288305398 1.0 0.37857582192048483
8.88 39.73526660687111 0.5762499457700625 -1.0031565940902494 -1.139147526360908 0.3 104.99080131747944 1.0 0.45783601130930573
8.122 39.65061093690495 0.6203619910987455 -1.0031633548665457 -1.8994940000000007 0.4242640687119285 60.97492157224172 1.0 0.19526712768985452
9.472 40.368776040741054 0.6923698433640796 0.01305960811342387 -0.9995577403730564 0.3 252.43597703066652 1.0 0.6455401225555745
6.696 36.762894825740446 0.32938731001664284 -1.003412683579111 -3.1443920000000007 0.4242640687119285 49.33455899682427 1.0 0.002872951831510416
10.338 40.27469671360299 0.32938731001664284 -1.0031141837249395 -1.3580270567077548 0.3 144.59432572119567 1.0 0.7167077954471084
8.536 40.336667506270786 0.32938731001664284 -1.0031093844065737 -1.5380720000000005 0.4242640687119285 38.29580917143292 1.0 0.3390049277835059
9.495 40.55369440620949 0.32938731001664284 -1.0030926927813222 -0.7008650000000003 0.4242640687119285 72.46883010640683 1.0 0.6508720286770795
10.227 40.36581962089508 0.32938731001664284 -1.0031071318379934 0.06509591543419191 0.3 56.64365257715539 1.0 0.7477786945628869
9.925 40.39962790101317 0.32938731001664284 -1.003104523573778 -0.9786958067365461 0.3 42.67281081919974 1.0 0.7516650014629039
8.364 39.47752597947724 0.6186121563629348 -1.0031772683217528 -2.109357429868922 0.3 49.33455899682427 4.0 0.2716370632514836
8.056 39.41804264192168 0.6229895665257966 -1.0031820781983154 -2.3418810643021573 0.3 83.97523935435707 1.0 0.17400112888723246
10.047 40.50495737260921 0.32938731001664284 -1.0030964255439743 -0.9413663656580766 0.3 114.85535550126517 1.0 0.7766855255729506
8.921 40.465689849897736 0.32938731001664284 -1.0030994395990531 -1.2019670000000007 0.4242640687119285 89.56766457473977 1.0 0.46997364863502017
9.952 40.512913732503684 0.32938731001664284 -1.003095815552169 -0.6618100454364537 0.3 115.65149479145613 1.0 0.7586717593827983
10.322 40.51598403956704 0.32938731001664284 -1.0030955802245967 -1.8391398238223218 0.3 80.19573099278651 4.0 0.7251686378934795
9.796 40.436441388832904 0.32938731001664284 -1.0031016884373603 -1.1194822258381976 0.3 148.6453234579971 1.0 0.7181882691789632
9.869 40.503229030017174 0.32938731001664284 -1.0030965580829367 -0.313094593809204 0.3 76.23444631251252 4.0 0.7371324665179373
9.568 40.508191190636175 0.32938731001664284 -1.0030961775872196 -1.1709324591301353 0.3 55.35428562928579 1.0 0.6668462521178066
10.606 40.45041441219248 0.32938731001664284 -1.0031006136808687 -1.7403093504888787 0.3 85.93127395641258 4.0 0.5698614060756223
9.901 40.31100153407405 0.32938731001664284 -1.0031113703080585 -1.093722167572146 0.3 105.47541683752159 1.0 0.7454367722007752
9.289 40.35047401988451 0.32938731001664284 -1.003108317177539 -0.8278496878652035 0.3 73.8161262487429 1.0 0.6023742708958748
10.689 40.33258413102141 0.32938731001664284 -1.0031097001876423 -1.6281395172190258 0.3 81.68668094795697 4.0 0.5131286559516942
8.845 40.33083160606975 0.32938731001664284 -1.0031098357359318 -1.2683149999999994 0.4242640687119285 50.13618109387488 1.0 0.4474746135922321
8.908 39.21861056783494 0.49203658400570177 -1.0031983112601486 -1.2133160000000007 0.4242640687119285 95.5325236230702 1.0 0.46612512948296425
9.925 37.92738901971201 0.45343136195018535 -1.003307556526801 -1.163952848493416 0.3 331.24646356845443 1.0 0.7516650014629039
9.76 40.14320651198134 0.3332041416309227 -1.0031244161921993 -1.8835171210003097 0.3 87.12669705526451 1.0 0.7088606480167052
9.303 39.587131017336375 0.39961981932832114 -1.0031684435345274 -2.2711926141193928 0.3 160.3803845197987 1.0 0.6056765764873275
9.537 40.1084793358373 0.33364052511647924 -1.003127129869047 -0.664199 0.4242640687119285 88.54239199655369 1.0 0.6600626777799639
